,id,question,answer
579,171,3,
580,172,3,
581,173,3,
582,174,3,
583,175,3,
584,176,3,
585,177,3,
586,178,3,
587,179,3,
588,180,3,
589,181,3,
590,182,3,
591,183,3,
592,184,3,
593,185,3,
594,186,3,
595,187,3,
596,188,3,
597,189,3,
598,190,3,
599,191,3,
600,192,3,
601,193,3,
602,194,3,
603,195,3,
604,196,3,
605,197,3,
606,198,3,
607,199,3,
608,200,3,
609,201,3,
610,202,3,45.3055555555556
611,203,3,28.379891718754898
612,0,4,
613,1,4,
614,2,4,
615,3,4,
616,4,4,
617,5,4,1.0
618,6,4,
619,7,4,
620,8,4,
621,9,4,
622,10,4,
623,11,4,
624,12,4,
625,13,4,
626,14,4,
627,15,4,
628,16,4,77.0
629,17,4,
630,18,4,
631,19,4,
632,20,4,19.0
633,21,4,
634,22,4,
635,23,4,
636,24,4,45.0
637,25,4,
638,26,4,
639,27,4,
640,28,4,94.0
641,29,4,
642,30,4,
643,31,4,90.0
644,32,4,97.0
645,33,4,
646,34,4,
647,35,4,
648,36,4,
649,37,4,
650,38,4,49.0
651,39,4,
652,40,4,
653,41,4,68.0
654,42,4,88.0
655,43,4,
656,44,4,
657,45,4,60.0
658,46,4,
659,47,4,
660,48,4,30.0
661,49,4,
662,50,4,
663,51,4,20.0
664,52,4,
665,53,4,
666,54,4,
667,55,4,3.0
668,56,4,11.0
669,57,4,0.0
670,58,4,3.0
671,59,4,
672,60,4,
673,61,4,
674,62,4,
675,63,4,35.0
676,64,4,
677,65,4,
678,66,4,
679,67,4,20.0
680,68,4,
681,69,4,
682,70,4,31.0
683,71,4,40.0
684,72,4,
685,73,4,59.0
686,74,4,
687,75,4,50.0
688,76,4,
689,77,4,70.0
690,78,4,
691,79,4,
692,80,4,
693,81,4,
694,82,4,82.0
695,83,4,51.0
696,84,4,
697,85,4,
698,86,4,
699,87,4,19.0
700,88,4,100.0
701,89,4,
702,90,4,90.0
703,91,4,50.0
704,92,4,52.0
705,93,4,71.0
706,94,4,
707,95,4,10.0
708,96,4,1.0
709,97,4,
710,98,4,
711,99,4,61.0
712,100,4,1.0
713,101,4,
714,102,4,
715,103,4,
716,104,4,
717,105,4,
718,106,4,
719,107,4,
720,108,4,
721,109,4,
722,110,4,
723,111,4,
724,112,4,
725,113,4,
726,114,4,
727,115,4,
728,116,4,
729,117,4,
730,118,4,
731,119,4,
732,120,4,
733,121,4,
734,122,4,
735,123,4,
736,124,4,
737,125,4,
738,126,4,
739,127,4,
740,128,4,
741,129,4,
742,130,4,
743,131,4,
744,132,4,
745,133,4,
746,134,4,
747,135,4,
748,136,4,
749,137,4,
750,138,4,
751,139,4,
752,140,4,
753,141,4,
754,142,4,
755,143,4,
756,144,4,
757,145,4,
758,146,4,
759,147,4,
760,148,4,
761,149,4,
762,150,4,
763,151,4,
764,152,4,
765,153,4,
766,154,4,
767,155,4,
768,156,4,
769,157,4,
770,158,4,
771,159,4,
772,160,4,
773,161,4,
774,162,4,
775,163,4,
776,164,4,
777,165,4,
778,166,4,
779,167,4,
780,168,4,
781,169,4,
782,170,4,
783,171,4,
784,172,4,
785,173,4,
786,174,4,
787,175,4,
788,176,4,
789,177,4,
790,178,4,
791,179,4,
792,180,4,
793,181,4,
794,182,4,
795,183,4,
796,184,4,
797,185,4,
798,186,4,
799,187,4,
800,188,4,
801,189,4,
802,190,4,
803,191,4,
804,192,4,
805,193,4,
806,194,4,
807,195,4,
808,196,4,
809,197,4,
810,198,4,
811,199,4,
812,200,4,
813,201,4,
814,202,4,45.77777777777779
815,203,4,32.0482770752511
816,0,5,
817,1,5,
818,2,5,
819,3,5,9.0
820,4,5,
821,5,5,
822,6,5,
823,7,5,
824,8,5,
825,9,5,
826,10,5,5.0
827,11,5,
828,12,5,
829,13,5,
830,14,5,
831,15,5,90.0
832,16,5,56.0
833,17,5,
834,18,5,
835,19,5,30.0
836,20,5,37.0
837,21,5,
838,22,5,
839,23,5,67.0
840,24,5,
841,25,5,
842,26,5,
843,27,5,54.0
844,28,5,
845,29,5,90.0
846,30,5,
847,31,5,
848,32,5,
849,33,5,87.0
850,34,5,
851,35,5,
852,36,5,
853,37,5,
854,38,5,
855,39,5,74.0
856,40,5,
857,41,5,
858,42,5,
859,43,5,
860,44,5,
861,45,5,60.0
862,46,5,
863,47,5,
864,48,5,
865,49,5,
866,50,5,
867,51,5,19.0
868,52,5,12.0
869,53,5,
870,54,5,
871,55,5,11.0
872,56,5,
873,57,5,
874,58,5,
875,59,5,22.0
876,60,5,
877,61,5,1.0
878,62,5,
879,63,5,
880,64,5,30.0
881,65,5,
882,66,5,65.0
883,67,5,30.0
884,68,5,10.0
885,69,5,
886,70,5,
887,71,5,10.0
888,72,5,
889,73,5,20.0
890,74,5,60.0
891,75,5,
892,76,5,
893,77,5,69.0
894,78,5,
895,79,5,
896,80,5,
897,81,5,
898,82,5,
899,83,5,3.0
900,84,5,
901,85,5,
902,86,5,41.0
903,87,5,20.0
904,88,5,
905,89,5,
906,90,5,
907,91,5,80.0
908,92,5,41.0
909,93,5,
910,94,5,
911,95,5,
912,96,5,16.0
913,97,5,41.0
914,98,5,
915,99,5,20.0
916,100,5,0.0
917,101,5,
918,102,5,
919,103,5,
920,104,5,
921,105,5,
922,106,5,
923,107,5,
924,108,5,
925,109,5,
926,110,5,
927,111,5,
928,112,5,
929,113,5,
930,114,5,
931,115,5,
932,116,5,
933,117,5,
934,118,5,
935,119,5,
936,120,5,
937,121,5,
938,122,5,
939,123,5,
940,124,5,
941,125,5,
942,126,5,
943,127,5,
944,128,5,
945,129,5,
946,130,5,
947,131,5,
948,132,5,
949,133,5,
950,134,5,
951,135,5,
952,136,5,
953,137,5,
954,138,5,
955,139,5,
956,140,5,
957,141,5,
958,142,5,
959,143,5,
960,144,5,
961,145,5,
962,146,5,
963,147,5,
964,148,5,
965,149,5,
966,150,5,
967,151,5,
968,152,5,
969,153,5,
970,154,5,
971,155,5,
972,156,5,
973,157,5,
974,158,5,
975,159,5,
976,160,5,
977,161,5,
978,162,5,
979,163,5,
980,164,5,
981,165,5,
982,166,5,
983,167,5,
984,168,5,
985,169,5,
986,170,5,
987,171,5,
988,172,5,
989,173,5,
990,174,5,
991,175,5,
992,176,5,
993,177,5,
994,178,5,
995,179,5,
996,180,5,
997,181,5,
998,182,5,
999,183,5,
1000,184,5,
1001,185,5,
1002,186,5,
1003,187,5,
1004,188,5,
1005,189,5,
1006,190,5,
1007,191,5,
1008,192,5,
1009,193,5,
1010,194,5,
1011,195,5,
1012,196,5,
1013,197,5,
1014,198,5,
1015,199,5,
1016,200,5,
1017,201,5,
1018,202,5,37.6470588235294
1019,203,5,28.1649711014933
1020,0,6,
1021,1,6,
1022,2,6,
1023,3,6,1.0
1024,4,6,18.0
1025,5,6,1.0
1026,6,6,11.0
1027,7,6,
1028,8,6,20.0
1029,9,6,
1030,10,6,
1031,11,6,8.0
1032,12,6,21.0
1033,13,6,
1034,14,6,
1035,15,6,25.0
1036,16,6,21.0
1037,17,6,
1038,18,6,
1039,19,6,
1040,20,6,
1041,21,6,
1042,22,6,
1043,23,6,
1044,24,6,37.0
1045,25,6,
1046,26,6,
1047,27,6,
1048,28,6,
1049,29,6,
1050,30,6,81.0
1051,31,6,
1052,32,6,
1053,33,6,
1054,34,6,
1055,35,6,
1056,36,6,85.0
1057,37,6,80.0
1058,38,6,
1059,39,6,
1060,40,6,59.0
1061,41,6,20.0
1062,42,6,32.0
1063,43,6,20.0
1064,44,6,
1065,45,6,
1066,46,6,
1067,47,6,
1068,48,6,
1069,49,6,
1070,50,6,
1071,51,6,
1072,52,6,
1073,53,6,
1074,54,6,1.0
1075,55,6,
1076,56,6,10.0
1077,57,6,
1078,58,6,1.0
1079,59,6,
1080,60,6,
1081,61,6,
1082,62,6,
1083,63,6,
1084,64,6,
1085,65,6,
1086,66,6,
1087,67,6,21.0
1088,68,6,0.0
1089,69,6,
1090,70,6,
1091,71,6,
1092,72,6,
1093,73,6,
1094,74,6,
1095,75,6,10.0
1096,76,6,30.0
1097,77,6,
1098,78,6,51.0
1099,79,6,15.0
1100,80,6,6.0
1101,81,6,10.0
1102,82,6,30.0
1103,83,6,50.0
1104,84,6,
1105,85,6,
1106,86,6,41.0
1107,87,6,
1108,88,6,
1109,89,6,
1110,90,6,
1111,91,6,
1112,92,6,
1113,93,6,
1114,94,6,
1115,95,6,0.0
1116,96,6,
1117,97,6,6.0
1118,98,6,
1119,99,6,11.0
1120,100,6,
1121,101,6,
1122,102,6,
1123,103,6,
1124,104,6,
1125,105,6,
1126,106,6,
1127,107,6,
1128,108,6,
1129,109,6,
1130,110,6,
1131,111,6,
1132,112,6,
1133,113,6,
1134,114,6,
1135,115,6,
1136,116,6,
1137,117,6,
1138,118,6,
1139,119,6,
1140,120,6,
1141,121,6,
1142,122,6,
1143,123,6,
1144,124,6,
1145,125,6,
1146,126,6,
1147,127,6,
1148,128,6,
1149,129,6,
1150,130,6,
1151,131,6,
1152,132,6,
1153,133,6,
1154,134,6,
1155,135,6,
1156,136,6,
1157,137,6,
1158,138,6,
1159,139,6,
1160,140,6,
1161,141,6,
1162,142,6,
1163,143,6,
1164,144,6,
1165,145,6,
1166,146,6,
1167,147,6,
1168,148,6,
1169,149,6,
1170,150,6,
1171,151,6,
1172,152,6,
1173,153,6,
1174,154,6,
1175,155,6,
1176,156,6,
1177,157,6,
1178,158,6,
1179,159,6,
1180,160,6,
1181,161,6,
1182,162,6,
1183,163,6,
1184,164,6,
1185,165,6,
1186,166,6,
1187,167,6,
1188,168,6,
1189,169,6,
1190,170,6,
1191,171,6,
1192,172,6,
1193,173,6,
1194,174,6,
1195,175,6,
1196,176,6,
1197,177,6,
1198,178,6,
1199,179,6,
1200,180,6,
1201,181,6,
1202,182,6,
1203,183,6,
1204,184,6,
1205,185,6,
1206,186,6,
1207,187,6,
1208,188,6,
1209,189,6,
1210,190,6,
1211,191,6,
1212,192,6,
1213,193,6,
1214,194,6,
1215,195,6,
1216,196,6,
1217,197,6,
1218,198,6,
1219,199,6,
1220,200,6,
1221,201,6,
1222,202,6,24.5
1223,203,6,23.7490031688732
1224,0,7,
1225,1,7,
1226,2,7,
1227,3,7,1.0
1228,4,7,35.0
1229,5,7,
1230,6,7,
1231,7,7,
1232,8,7,
1233,9,7,50.0
1234,10,7,
1235,11,7,60.0
1236,12,7,
1237,13,7,
1238,14,7,
1239,15,7,
1240,16,7,31.0
1241,17,7,
1242,18,7,
1243,19,7,31.0
1244,20,7,49.0
1245,21,7,35.0
1246,22,7,30.0
1247,23,7,
1248,24,7,
1249,25,7,
1250,26,7,
1251,27,7,
1252,28,7,
1253,29,7,30.0
1254,30,7,
1255,31,7,
1256,32,7,
1257,33,7,
1258,34,7,
1259,35,7,
1260,36,7,
1261,37,7,
1262,38,7,
1263,39,7,
1264,40,7,69.0
1265,41,7,
1266,42,7,
1267,43,7,
1268,44,7,
1269,45,7,
1270,46,7,40.0
1271,47,7,
1272,48,7,51.0
1273,49,7,
1274,50,7,
1275,51,7,12.0
1276,52,7,11.0
1277,53,7,
1278,54,7,0.0
1279,55,7,
1280,56,7,
1281,57,7,
1282,58,7,
1283,59,7,
1284,60,7,1.0
1285,61,7,
1286,62,7,0.0
1287,63,7,
1288,64,7,2.0
1289,65,7,69.0
1290,66,7,
1291,67,7,
1292,68,7,10.0
1293,69,7,
1294,70,7,31.0
1295,71,7,
1296,72,7,0.0
1297,73,7,31.0
1298,74,7,50.0
1299,75,7,10.0
1300,76,7,
1301,77,7,
1302,78,7,
1303,79,7,
1304,80,7,
1305,81,7,90.0
1306,82,7,
1307,83,7,
1308,84,7,0.0
1309,85,7,
1310,86,7,
1311,87,7,
1312,88,7,100.0
1313,89,7,67.0
1314,90,7,
1315,91,7,
1316,92,7,
1317,93,7,11.0
1318,94,7,1.0
1319,95,7,
1320,96,7,3.0
1321,97,7,4.0
1322,98,7,6.0
1323,99,7,
1324,100,7,
1325,101,7,
1326,102,7,
1327,103,7,
1328,104,7,
1329,105,7,
1330,106,7,
1331,107,7,
1332,108,7,
1333,109,7,
1334,110,7,
1335,111,7,
1336,112,7,
1337,113,7,
1338,114,7,
1339,115,7,
1340,116,7,
1341,117,7,
1342,118,7,
1343,119,7,
1344,120,7,
1345,121,7,
1346,122,7,
1347,123,7,
1348,124,7,
1349,125,7,
1350,126,7,
1351,127,7,
1352,128,7,
1353,129,7,
1354,130,7,
1355,131,7,
1356,132,7,
1357,133,7,
1358,134,7,
1359,135,7,
1360,136,7,
1361,137,7,
1362,138,7,
1363,139,7,
1364,140,7,
1365,141,7,
1366,142,7,
1367,143,7,
1368,144,7,
1369,145,7,
1370,146,7,
1371,147,7,
1372,148,7,
1373,149,7,
1374,150,7,
1375,151,7,
1376,152,7,
1377,153,7,
1378,154,7,
1379,155,7,
1380,156,7,
1381,157,7,
1382,158,7,
1383,159,7,
1384,160,7,
1385,161,7,
1386,162,7,
1387,163,7,
1388,164,7,
1389,165,7,
1390,166,7,
1391,167,7,
1392,168,7,
1393,169,7,
1394,170,7,
1395,171,7,
1396,172,7,
1397,173,7,
1398,174,7,
1399,175,7,
1400,176,7,
1401,177,7,
1402,178,7,
1403,179,7,
1404,180,7,
1405,181,7,
1406,182,7,
1407,183,7,
1408,184,7,
1409,185,7,
1410,186,7,
1411,187,7,
1412,188,7,
1413,189,7,
1414,190,7,
1415,191,7,
1416,192,7,
1417,193,7,
1418,194,7,
1419,195,7,
1420,196,7,
1421,197,7,
1422,198,7,
1423,199,7,
1424,200,7,
1425,201,7,
1426,202,7,29.1714285714286
1427,203,7,27.8002176401613
1428,0,8,
1429,1,8,
1430,2,8,
1431,3,8,
1432,4,8,
1433,5,8,
1434,6,8,
1435,7,8,
1436,8,8,
1437,9,8,30.0
1438,10,8,7.0
1439,11,8,
1440,12,8,
1441,13,8,30.0
1442,14,8,
1443,15,8,
1444,16,8,
1445,17,8,
1446,18,8,
1447,19,8,30.0
1448,20,8,31.0
1449,21,8,78.0
1450,22,8,41.0
1451,23,8,
1452,24,8,
1453,25,8,
1454,26,8,39.0
1455,27,8,
1456,28,8,
1457,29,8,
1458,30,8,
1459,31,8,70.0
1460,32,8,
1461,33,8,79.0
1462,34,8,
1463,35,8,
1464,36,8,85.0
1465,37,8,91.0
1466,38,8,52.0
1467,39,8,
1468,40,8,80.0
1469,41,8,77.0
1470,42,8,
1471,43,8,
1472,44,8,
1473,45,8,
1474,46,8,
1475,47,8,60.0
1476,48,8,
1477,49,8,12.0
1478,50,8,40.0
1479,51,8,21.0
1480,52,8,
1481,53,8,
1482,54,8,
1483,55,8,
1484,56,8,
1485,57,8,
1486,58,8,
1487,59,8,10.0
1488,60,8,
1489,61,8,1.0
1490,62,8,0.0
1491,63,8,30.0
1492,64,8,40.0
1493,65,8,
1494,66,8,41.0
1495,67,8,
1496,68,8,10.0
1497,69,8,
1498,70,8,
1499,71,8,
1500,72,8,31.0
1501,73,8,20.0
1502,74,8,
1503,75,8,
1504,76,8,
1505,77,8,
1506,78,8,
1507,79,8,
1508,80,8,
1509,81,8,
1510,82,8,
1511,83,8,
1512,84,8,
1513,85,8,
1514,86,8,
1515,87,8,20.0
1516,88,8,
1517,89,8,67.0
1518,90,8,
1519,91,8,
1520,92,8,
1521,93,8,
1522,94,8,5.0
1523,95,8,
1524,96,8,1.0
1525,97,8,81.0
1526,98,8,18.0
1527,99,8,40.0
1528,100,8,0.0
1529,101,8,
1530,102,8,
1531,103,8,
1532,104,8,
1533,105,8,
1534,106,8,
1535,107,8,
1536,108,8,
1537,109,8,
1538,110,8,
1539,111,8,
1540,112,8,
1541,113,8,
1542,114,8,
1543,115,8,
1544,116,8,
1545,117,8,
1546,118,8,
1547,119,8,
1548,120,8,
1549,121,8,
1550,122,8,
1551,123,8,
1552,124,8,
1553,125,8,
1554,126,8,
1555,127,8,
1556,128,8,
1557,129,8,
1558,130,8,
1559,131,8,
1560,132,8,
1561,133,8,
1562,134,8,
1563,135,8,
1564,136,8,
1565,137,8,
1566,138,8,
1567,139,8,
1568,140,8,
1569,141,8,
1570,142,8,
1571,143,8,
1572,144,8,
1573,145,8,
1574,146,8,
1575,147,8,
1576,148,8,
1577,149,8,
1578,150,8,
1579,151,8,
1580,152,8,
1581,153,8,
1582,154,8,
1583,155,8,
1584,156,8,
1585,157,8,
1586,158,8,
1587,159,8,
1588,160,8,
1589,161,8,
1590,162,8,
1591,163,8,
1592,164,8,
1593,165,8,
1594,166,8,
1595,167,8,
1596,168,8,
1597,169,8,
1598,170,8,
1599,171,8,
1600,172,8,
1601,173,8,
1602,174,8,
1603,175,8,
1604,176,8,
1605,177,8,
1606,178,8,
1607,179,8,
1608,180,8,
1609,181,8,
1610,182,8,
1611,183,8,
1612,184,8,
1613,185,8,
1614,186,8,
1615,187,8,
1616,188,8,
1617,189,8,
1618,190,8,
1619,191,8,
1620,192,8,
1621,193,8,
1622,194,8,
1623,195,8,
1624,196,8,
1625,197,8,
1626,198,8,
1627,199,8,
1628,200,8,
1629,201,8,
1630,202,8,38.0
1631,203,8,28.091686619761
1632,0,9,0.0
1633,1,9,
1634,2,9,
1635,3,9,
1636,4,9,1.0
1637,5,9,
1638,6,9,
1639,7,9,
1640,8,9,
1641,9,9,30.0
1642,10,9,11.0
1643,11,9,
1644,12,9,
1645,13,9,
1646,14,9,
1647,15,9,70.0
1648,16,9,
1649,17,9,20.0
1650,18,9,35.0
1651,19,9,
1652,20,9,
1653,21,9,
1654,22,9,
1655,23,9,58.0
1656,24,9,
1657,25,9,15.0
1658,26,9,
1659,27,9,54.0
1660,28,9,
1661,29,9,
1662,30,9,
1663,31,9,
1664,32,9,
1665,33,9,
1666,34,9,61.0
1667,35,9,20.0
1668,36,9,
1669,37,9,
1670,38,9,30.0
1671,39,9,
1672,40,9,
1673,41,9,50.0
1674,42,9,
1675,43,9,
1676,44,9,
1677,45,9,
1678,46,9,
1679,47,9,
1680,48,9,
1681,49,9,
1682,50,9,
1683,51,9,
1684,52,9,
1685,53,9,10.0
1686,54,9,30.0
1687,55,9,
1688,56,9,
1689,57,9,
1690,58,9,
1691,59,9,
1692,60,9,
1693,61,9,
1694,62,9,
1695,63,9,
1696,64,9,22.0
1697,65,9,58.0
1698,66,9,
1699,67,9,
1700,68,9,0.0
1701,69,9,
1702,70,9,21.0
1703,71,9,
1704,72,9,
1705,73,9,
1706,74,9,70.0
1707,75,9,
1708,76,9,
1709,77,9,
1710,78,9,
1711,79,9,
1712,80,9,26.0
1713,81,9,
1714,82,9,64.0
1715,83,9,0.0
1716,84,9,
1717,85,9,30.0
1718,86,9,
1719,87,9,
1720,88,9,18.0
1721,89,9,78.0
1722,90,9,60.0
1723,91,9,80.0
1724,92,9,76.0
1725,93,9,29.0
1726,94,9,5.0
1727,95,9,20.0
1728,96,9,7.0
1729,97,9,
1730,98,9,
1731,99,9,20.0
1732,100,9,0.0
1733,101,9,
1734,102,9,
1735,103,9,
1736,104,9,
1737,105,9,
1738,106,9,
1739,107,9,
1740,108,9,
1741,109,9,
